ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.Hit	AOI.L.2.Hit	AOI.L.3...leak.Hit	AOI.L.4.Hit	AOI.R.1...leak.Hit	AOI.R.2.Hit	AOI.R.3.Hit	AOI.R.4.Hit	AOI.S.Hit	AOI.S.2...sen_leak.Hit	AOI.S.3.Hit	AOI.S.4.Hit	AOI.leak.Hit
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	1	Saccade	583	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	2	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	3	Saccade	200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	1	NA	Fixation	33	NA	NA	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	1	NA	Fixation	33	NA	NA	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	4	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	5	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	6	Saccade	300	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris_Ye	sex5	NA	6	Saccade	300	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
