ParticipantName	MediaName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX..MCSpx.	FixationPointY..MCSpx.	SaccadicAmplitude	AOI.color.key.Hit	AOI.L.1.Hit	AOI.L.2.Hit	AOI.L.3...leak.Hit	AOI.L.4.Hit	AOI.R.1...leak.Hit	AOI.R.2.Hit	AOI.R.3.Hit	AOI.R.4.Hit	AOI.S.1.Hit	AOI.S.2...sen_leak.Hit	AOI.S.3.Hit	AOI.S.4.Hit	AOI.leak.Hit
Shenyu	sex0	NA	694	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	695	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	695	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	695	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	695	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	333	NA	Fixation	33	604	75	1.97	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	333	NA	Fixation	33	604	75	1.97	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	696	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	696	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	697	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	697	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	334	NA	Fixation	183	601	80	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	698	Saccade	183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	335	NA	Fixation	33	598	81	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	335	NA	Fixation	33	598	81	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	699	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	700	Saccade	117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	701	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	701	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	701	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	701	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	701	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	702	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	702	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	702	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	702	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	702	Saccade	83	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	336	NA	Fixation	33	870	126	7.69	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Shenyu	sex0	336	NA	Fixation	33	870	126	7.69	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Shenyu	sex0	NA	703	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	703	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	703	Saccade	51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	337	NA	Fixation	84	864	186	1.67	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shenyu	sex0	337	NA	Fixation	84	864	186	1.67	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shenyu	sex0	337	NA	Fixation	84	864	186	1.67	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shenyu	sex0	337	NA	Fixation	84	864	186	1.67	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shenyu	sex0	337	NA	Fixation	84	864	186	1.67	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	704	Saccade	150	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	705	Saccade	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	338	NA	Fixation	117	636	131	6.52	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	706	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	706	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	339	NA	Fixation	83	624	146	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	339	NA	Fixation	83	624	146	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	339	NA	Fixation	83	624	146	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	339	NA	Fixation	83	624	146	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	339	NA	Fixation	83	624	146	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	707	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	708	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	708	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	708	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	708	Saccade	67	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	709	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	709	Saccade	34	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	710	Saccade	134	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	340	NA	Fixation	68	560	115	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	340	NA	Fixation	68	560	115	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	340	NA	Fixation	68	560	115	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	340	NA	Fixation	68	560	115	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	711	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	712	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	712	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	341	NA	Fixation	33	185	74	9.84	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	341	NA	Fixation	33	185	74	9.84	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	713	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	342	NA	Fixation	100	740	129	14.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	714	Saccade	133	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	343	NA	Fixation	50	955	143	5.98	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Shenyu	sex0	343	NA	Fixation	50	955	143	5.98	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Shenyu	sex0	343	NA	Fixation	50	955	143	5.98	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	715	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	716	Saccade	217	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	344	NA	Fixation	83	604	142	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	344	NA	Fixation	83	604	142	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	344	NA	Fixation	83	604	142	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	344	NA	Fixation	83	604	142	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	344	NA	Fixation	83	604	142	9.71	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	717	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	717	Saccade	33	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	718	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	719	Saccade	250	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	NA	Unclassified	17	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	720	Saccade	16	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	345	NA	Fixation	101	680	117	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shenyu	sex0	NA	721	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	721	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	721	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shenyu	sex0	NA	721	Saccade	100	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
